Tennessee Makerspaces Archive,https://tnartscommission.org/tennessee-makerspaces/,"Tennessee Makerspaces: Artistic Discipline, Auto Repair, Bicycle Repair, Blacksmithing, CAD / CAM, Co-Working / Meeting Space, Community Kitchen, Computer "
Make Nashville,https://makenashville.org/,Make Nashville is a makerspace
The MakerSpace : Welcome! - Walker Library - MTSU,https://library.mtsu.edu/technology/makerspace,"Aug 22, 2024 — The MakerSpace, located on the 2nd floor of the James E"
Medbery Makerspace - The Studio,https://www.lib.utk.edu/studio/makerspace/,"The Medbery Makerspace in 209 Hodges Library welcomes all students, faculty and staff in the UTK community to create, draft, dream, and make with us"
i2 Makerspace,https://www.adventuresci.org/exhibit/innovation-incubator/,"The i2 Makerspace is Adventure Science Center's permanent, high-tech makerspace where visitors can dream up an idea and watch it come to life"
Tennessee Makerspaces - Make Nashville,https://tnartscommission.org/tennessee-makerspaces/make-nashville-2/,We enable Makers to Make
The Inventor Center,https://theinventorcenter.com/,Learn
Makerspace 212 - Libraries at East Tennessee State University,https://libraries.etsu.edu/innovation/makerspace,"Sep 19, 2024 — Makerspace 212 is our hub for maker technologies"
iMakerSpace,https://www.tntech.edu/engineering/research/imakerspace/index.php,"The iMakerSpace serves as a focal point on campus to provide training, service, partnership, research and evaluation in Innovation and Entrepreneurship (I&E) to "
The Forge,https://www.theforgenashville.org/,"The Forge is a 501c3 non-profit, community-based makerspce that allows members to come together, and share skills and tools to pursue creative projects"
Makerspace - Hours,https://www.lib.utk.edu/hours/spaces/makerspace/,Makerspace area in Pendergrass Library
MakerSpace: Home,https://tnstate.libguides.com/makerspace,"Sep 22, 2024 — THE PURPOSE"
"Makerspace — Jackson, TN's Regional Innovation Hub - theCO",https://www.attheco.com/makerspace,We've got tools that will make finishing your project effortless
Jackson-Madison County Library - MakerSpace,https://jmclibrary.org/makerspace,"Jackson-Madison County Library in Jackson, Tennessee "
MakerSpace - Website-services,https://tnstate.libguides.com/website/services/makerspace,MakerSpace
iMakerSpace Services,https://www.tntech.edu/engineering/research/imakerspace/services.php,"Who can use the iMakerSpace equipment? ANY Tennessee Tech student, faculty, or staff member is welcome and encouraged to utilize the iMakerSpace and it's "
home [Chattlab],https://wiki.chattlab.org/,"Feb 17, 2023 — Chatt*Lab Makerspace is a vibrant community hub for makers and innovators in Chattanooga, Tennessee"
Morristown Makers – An East Tennessee Makerspace,http://morristownmakers.com/,"May 13, 2024 — Morristown Makers is located near Panther Creek Road on Andrew Johnson Hwy (11E) in Morristown"
Making and Design | The Wond'ry,https://www.vanderbilt.edu/the-wondry/making-and-design/,Makerspace Background
"Maker's Space - Nashville, TN",https://www.sewingexpo.com/Events/Nashville-TN/Features-Events/Makers-Space,Maker's Space 
Hatch It! Lab - Chattanooga,https://www.utc.edu/gary-w-rollins-college-of-business/student-resources/center-for-innovation-and-entrepreneurship/hatch-it-lab,"The Hatch It Lab, hosted inside the Center for Innovation and Entrepreneurship, is a makerspace with equipment to help students create and develop their "
Makerspace 212: Laser Engraving - Sherrod Library,https://libraries.etsu.edu/innovation/makerspace/laser,"Sep 19, 2024 — Makerspace 212"
4th Floor - Chattanooga Public Library,https://chattlibrary.org/4th-floor/,4th Floor Makerspace
The Tennessee State University MakerSpace,https://www.facebook.com/groups/tennesseestateuniversitymakerspace/,"The Tennessee State University MakerSpace is excited to open this new space where faculty, staff, and students can come together to imagine, tinker, and"
The MakerSpace : Equipment - Walker Library - MTSU,https://library.mtsu.edu/makerspace/equipment,"Aug 22, 2024 — See software in the library"
Creating a Makerspace in Northwest Tennessee,https://everywhere.tennessee.edu/creating-a-makerspace-in-northwest-tennessee/,Creating a Makerspace in Northwest Tennessee
Chattlab Makerspace,https://www.meetup.com/chattlab-makerspace-meetup/,"Upcoming events (4+) · Thu, Dec 5, 2024, 7:00 PM EST Thursday Hack Night: Making for all experience levels"
"Makerspaces in Nashville, TN",https://makerspacedir.com/location/nashville/,"Makerspace, Hackerspaces, Fablabs, Coworking spaces, and other creatives in Nashville, TN"
"Top 10 Best Makerspaces in NASHVILLE, TN",https://www.yelp.com/search?cflt=makerspaces&find_loc=Nashville%2C+TN,"The Best Makerspaces Near Nashville, Tennessee · Primrose School of Nashville 12 South"
TL v62n4: David Ratledge,https://www.tnla.org/page/515/TL-v62n4-David-Ratledge.htm,Makerspaces
Midsouth Makers – Memphis Area Makerspace,https://www.midsouthmakers.org/,"Memphis area makerspace featuring diverse interests of technology, science, art, and crafting"
Makerspaces Providers in Tennessee,https://www.globalspec.com/local/6383/C_US/TN,Makerspaces Providers in Tennessee
